"lncRNAs","GNCoding","Genes","GPCoding","miRNAs"
"ENSG00000251562","MALAT1","ENSG00000173698","ADGRG2","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000182752","PAPPA","hsa-miR-216b-5p,hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000112769","LAMA4","hsa-miR-197-3p"
"ENSG00000251562","MALAT1","ENSG00000130821","SLC6A8","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000160179","ABCG1","hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000143061","IGSF3","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-140-5p"
"ENSG00000251562","MALAT1","ENSG00000157514","TSC22D3","hsa-miR-320b,hsa-miR-320d,hsa-miR-203a-3p,hsa-miR-320c,hsa-miR-4429,hsa-miR-216b-5p,hsa-miR-1271-5p,hsa-miR-96-5p,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000073910","FRY","hsa-miR-200a-3p,hsa-miR-141-3p"
"ENSG00000251562","MALAT1","ENSG00000137872","SEMA6D","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-320b,hsa-miR-200c-3p,hsa-miR-613,hsa-miR-26a-5p,hsa-miR-320d,hsa-miR-1297,hsa-miR-320c,hsa-miR-1-3p,hsa-miR-23a-3p,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-206,hsa-miR-4465,hsa-miR-590-3p,hsa-miR-320a,hsa-miR-23b-3p,hsa-miR-23c,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000198805","PNP","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000090339","ICAM1","hsa-miR-203a-3p"
"ENSG00000251562","MALAT1","ENSG00000198814","GK","hsa-miR-140-5p"
"ENSG00000251562","MALAT1","ENSG00000060237","WNK1","hsa-miR-200a-3p,hsa-miR-320b,hsa-miR-141-3p,hsa-miR-26a-5p,hsa-miR-320d,hsa-miR-1297,hsa-miR-320c,hsa-miR-23a-3p,hsa-miR-4429,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-4465,hsa-miR-590-3p,hsa-miR-320a,hsa-miR-23b-3p,hsa-miR-23c,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000143153","ATP1B1","hsa-miR-200a-3p,hsa-miR-141-3p,hsa-miR-338-3p,hsa-miR-217"
"ENSG00000251562","MALAT1","ENSG00000167695","TLCD3A","hsa-miR-124-3p,hsa-miR-1271-5p,hsa-miR-96-5p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000152642","GPD1L","hsa-miR-140-5p"
"ENSG00000251562","MALAT1","ENSG00000011426","ANLN","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-217,hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000171522","PTGER4","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000001617","SEMA3F","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000164142","FHIP1A","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-4465,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000113240","CLK4","hsa-miR-216b-5p"
"ENSG00000251562","MALAT1","ENSG00000117479","SLC19A2","hsa-miR-205-5p,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-217,hsa-miR-26b-5p,hsa-miR-4465,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000109738","GLRB","hsa-miR-203a-3p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000106351","AGFG2","hsa-miR-200a-3p,hsa-miR-141-3p"
"ENSG00000251562","MALAT1","ENSG00000164292","RHOBTB3","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000094804","CDC6","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p"
"ENSG00000251562","MALAT1","ENSG00000014914","MTMR11","hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000015475","BID","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000077097","TOP2B","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000145386","CCNA2","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000106397","PLOD3","hsa-miR-140-5p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000168398","BDKRB2","hsa-miR-217"
"ENSG00000251562","MALAT1","ENSG00000113742","CPEB4","hsa-miR-200a-3p,hsa-miR-141-3p,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-203a-3p,hsa-miR-23a-3p,hsa-miR-216b-5p,hsa-miR-26b-5p,hsa-miR-1271-5p,hsa-miR-4465,hsa-miR-590-3p,hsa-miR-96-5p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000138650","PCDH10","hsa-miR-203a-3p,hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000119508","NR4A3","hsa-miR-613,hsa-miR-1-3p,hsa-miR-1271-5p,hsa-miR-206,hsa-miR-96-5p,hsa-miR-224-5p"
"ENSG00000251562","MALAT1","ENSG00000168476","REEP4","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-4465"
"ENSG00000251562","MALAT1","ENSG00000143753","DEGS1","hsa-miR-224-5p"
"ENSG00000251562","MALAT1","ENSG00000172340","SUCLG2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000135108","FBXO21","hsa-miR-197-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000115339","GALNT3","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000134215","VAV3","hsa-miR-338-3p"
"ENSG00000251562","MALAT1","ENSG00000022267","FHL1","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000176928","GCNT4","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000154229","PRKCA","hsa-miR-429,hsa-miR-200c-3p,hsa-miR-203a-3p,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000104219","ZDHHC2","hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000124225","PMEPA1","hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000101412","E2F1","hsa-miR-205-5p"
"ENSG00000251562","MALAT1","ENSG00000118503","TNFAIP3","hsa-miR-200a-3p,hsa-miR-141-3p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000172765","TMCC1","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-320b,hsa-miR-200c-3p,hsa-miR-613,hsa-miR-26a-5p,hsa-miR-320d,hsa-miR-1297,hsa-miR-320c,hsa-miR-1-3p,hsa-miR-4429,hsa-miR-216b-5p,hsa-miR-26b-5p,hsa-miR-206,hsa-miR-4465,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000124785","NRN1","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000105976","MET","hsa-miR-613,hsa-miR-1-3p,hsa-miR-23a-3p,hsa-miR-206,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000149582","TMEM25","hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000118523","CCN2","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-4465,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000165072","MAMDC2","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000124813","RUNX2","hsa-miR-320b,hsa-miR-205-5p,hsa-miR-320d,hsa-miR-203a-3p,hsa-miR-320c,hsa-miR-217,hsa-miR-590-3p,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000184205","TSPYL2","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000102554","KLF5","hsa-miR-200a-3p,hsa-miR-320b,hsa-miR-141-3p,hsa-miR-320d,hsa-miR-320c,hsa-miR-23a-3p,hsa-miR-217,hsa-miR-1271-5p,hsa-miR-96-5p,hsa-miR-320a,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000168918","INPP5D","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000152661","GJA1","hsa-miR-613,hsa-miR-1-3p,hsa-miR-23a-3p,hsa-miR-206,hsa-miR-590-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000161048","NAPEPLD","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000118971","CCND2","hsa-miR-200a-3p,hsa-miR-320b,hsa-miR-141-3p,hsa-miR-613,hsa-miR-26a-5p,hsa-miR-320d,hsa-miR-1297,hsa-miR-320c,hsa-miR-1-3p,hsa-miR-4429,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-1271-5p,hsa-miR-206,hsa-miR-4465,hsa-miR-96-5p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000177570","SAMD12","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p"
"ENSG00000251562","MALAT1","ENSG00000206538","VGLL3","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000083444","PLOD1","hsa-miR-140-5p"
"ENSG00000251562","MALAT1","ENSG00000161638","ITGA5","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-338-3p,hsa-miR-26b-5p,hsa-miR-4465"
"ENSG00000251562","MALAT1","ENSG00000164379","FOXQ1","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-124-3p,hsa-miR-1271-5p,hsa-miR-96-5p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000107864","CPEB3","hsa-miR-200a-3p,hsa-miR-320b,hsa-miR-205-5p,hsa-miR-141-3p,hsa-miR-26a-5p,hsa-miR-320d,hsa-miR-1297,hsa-miR-338-3p,hsa-miR-320c,hsa-miR-4429,hsa-miR-26b-5p,hsa-miR-4465,hsa-miR-320a,hsa-miR-384"
"ENSG00000251562","MALAT1","ENSG00000115107","STEAP3","hsa-miR-140-5p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000131747","TOP2A","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000116128","BCL9","hsa-miR-429,hsa-miR-200c-3p,hsa-miR-140-5p"
"ENSG00000251562","MALAT1","ENSG00000165449","SLC16A9","hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000165655","ZNF503","hsa-miR-203a-3p,hsa-miR-124-3p,hsa-miR-590-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000163644","PPM1K","hsa-miR-23a-3p,hsa-miR-590-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000175265","GOLGA8A","hsa-miR-203a-3p"
"ENSG00000251562","MALAT1","ENSG00000128268","MGAT3","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-203a-3p"
"ENSG00000251562","MALAT1","ENSG00000103460","TOX3","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000153944","MSI2","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000169432","SCN9A","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p"
"ENSG00000251562","MALAT1","ENSG00000145623","OSMR","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000187605","TET3","hsa-miR-200a-3p,hsa-miR-141-3p,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-23a-3p,hsa-miR-26b-5p,hsa-miR-4465,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000165895","ARHGAP42","hsa-miR-203a-3p"
"ENSG00000251562","MALAT1","ENSG00000169760","NLGN1","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p"
"ENSG00000251562","MALAT1","ENSG00000038427","VCAN","hsa-miR-203a-3p,hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000152413","HOMER1","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-217,hsa-miR-26b-5p,hsa-miR-1271-5p,hsa-miR-4465,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000066382","MPPED2","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000166123","GPT2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000214063","TSPAN4","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000136193","SCRN1","hsa-miR-140-5p,hsa-miR-224-5p"
"ENSG00000251562","MALAT1","ENSG00000155380","SLC16A1","hsa-miR-124-3p,hsa-miR-590-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000070087","PFN2","hsa-miR-613,hsa-miR-140-5p,hsa-miR-1-3p,hsa-miR-206,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000167615","LENG8","hsa-miR-200a-3p,hsa-miR-141-3p"
"ENSG00000251562","MALAT1","ENSG00000046653","GPM6B","hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000140464","PML","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000070159","PTPN3","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-203a-3p,hsa-miR-26b-5p,hsa-miR-4465"
"ENSG00000251562","MALAT1","ENSG00000155849","ELMO1","hsa-miR-613,hsa-miR-1-3p,hsa-miR-1271-5p,hsa-miR-206,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000164056","SPRY1","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000108821","COL1A1","hsa-miR-338-3p"
"ENSG00000251562","MALAT1","ENSG00000049130","KITLG","hsa-miR-23a-3p,hsa-miR-590-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000120875","DUSP4","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000163545","NUAK2","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000092421","SEMA6A","hsa-miR-338-3p"
"ENSG00000251562","MALAT1","ENSG00000136492","BRIP1","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000145819","ARHGAP26","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000049759","NEDD4L","hsa-miR-429,hsa-miR-200c-3p,hsa-miR-613,hsa-miR-203a-3p,hsa-miR-1-3p,hsa-miR-23a-3p,hsa-miR-206,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000166908","PIP4K2C","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000182022","CHST15","hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000109046","WSB1","hsa-miR-429,hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000127955","GNAI1","hsa-miR-200a-3p,hsa-miR-320b,hsa-miR-205-5p,hsa-miR-141-3p,hsa-miR-320d,hsa-miR-320c,hsa-miR-23a-3p,hsa-miR-4429,hsa-miR-124-3p,hsa-miR-590-3p,hsa-miR-320a,hsa-miR-23b-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000121039","RDH10","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-124-3p,hsa-miR-1271-5p,hsa-miR-96-5p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000117643","MAN1C1","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000123146","ADGRE5","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000113739","STC2","hsa-miR-613,hsa-miR-140-5p,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000171914","TLN2","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000164683","HEY1","hsa-miR-320b,hsa-miR-320d,hsa-miR-140-5p,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000130508","PXDN","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000109099","PMP22","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000182749","PAQR7","hsa-miR-200a-3p,hsa-miR-141-3p"
"ENSG00000251562","MALAT1","ENSG00000116962","NID1","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-140-5p,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000156675","RAB11FIP1","hsa-miR-205-5p,hsa-miR-613,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-1-3p,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-206,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000101255","TRIB3","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000148848","ADAM12","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000142669","SH3BGRL3","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000163872","YEATS2","hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000153162","BMP6","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000126353","CCR7","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000149091","DGKZ","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000198793","MTOR","hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000107130","NCS1","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000128833","MYO5C","hsa-miR-23a-3p,hsa-miR-590-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000122861","PLAU","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000089685","BIRC5","hsa-miR-203a-3p"
"ENSG00000251562","MALAT1","ENSG00000182836","PLCXD3","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p"
"ENSG00000251562","MALAT1","ENSG00000175874","CREG2","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000175879","HOXD8","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p"
"ENSG00000251562","MALAT1","ENSG00000134333","LDHA","hsa-miR-338-3p"
"ENSG00000251562","MALAT1","ENSG00000153234","NR4A2","hsa-miR-320b,hsa-miR-613,hsa-miR-320d,hsa-miR-320c,hsa-miR-1-3p,hsa-miR-217,hsa-miR-206,hsa-miR-590-3p,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000198815","FOXJ3","hsa-miR-200a-3p,hsa-miR-141-3p,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-203a-3p,hsa-miR-140-5p,hsa-miR-217,hsa-miR-26b-5p"
"ENSG00000251562","MALAT1","ENSG00000109654","TRIM2","hsa-miR-203a-3p,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000138061","CYP1B1","hsa-miR-200c-3p"
"ENSG00000251562","MALAT1","ENSG00000147454","SLC25A37","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-4465"
"ENSG00000251562","MALAT1","ENSG00000147324","MFHAS1","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-23a-3p,hsa-miR-26b-5p,hsa-miR-1271-5p,hsa-miR-4465,hsa-miR-96-5p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000158161","EYA3","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-4465"
"ENSG00000251562","MALAT1","ENSG00000130164","LDLR","hsa-miR-140-5p"
"ENSG00000251562","MALAT1","ENSG00000143476","DTL","hsa-miR-23a-3p,hsa-miR-217,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000138180","CEP55","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000123094","RASSF8","hsa-miR-200b-3p,hsa-miR-200a-3p,hsa-miR-429,hsa-miR-320b,hsa-miR-200c-3p,hsa-miR-141-3p,hsa-miR-320d,hsa-miR-320c,hsa-miR-1271-5p,hsa-miR-590-3p,hsa-miR-96-5p,hsa-miR-320a,hsa-miR-224-5p"
"ENSG00000251562","MALAT1","ENSG00000183049","CAMK1D","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000176697","BDNF","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000113657","DPYSL3","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-4429,hsa-miR-320a"
"ENSG00000251562","MALAT1","ENSG00000135919","SERPINE2","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000169116","PARM1","hsa-miR-203a-3p"
"ENSG00000251562","MALAT1","ENSG00000125430","HS3ST3B1","hsa-miR-613,hsa-miR-1-3p,hsa-miR-216b-5p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000213047","DENND1B","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-124-3p,hsa-miR-4465,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000254535","PABPC4L","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000163629","PTPN13","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-26b-5p,hsa-miR-4465"
"ENSG00000251562","MALAT1","ENSG00000179241","LDLRAD3","hsa-miR-384"
"ENSG00000251562","MALAT1","ENSG00000165678","GHITM","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-23a-3p,hsa-miR-320a,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000110092","CCND1","hsa-miR-613,hsa-miR-338-3p,hsa-miR-1-3p,hsa-miR-23a-3p,hsa-miR-1271-5p,hsa-miR-206,hsa-miR-96-5p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000204186","ZDBF2","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000103522","IL21R","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000119669","IRF2BPL","hsa-miR-200a-3p,hsa-miR-141-3p,hsa-miR-124-3p,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000079215","SLC1A3","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000110492","MDK","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000111912","NCOA7","hsa-miR-200b-3p,hsa-miR-429,hsa-miR-200c-3p,hsa-miR-217"
"ENSG00000251562","MALAT1","ENSG00000138759","FRAS1","hsa-miR-613,hsa-miR-140-5p,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000185630","PBX1","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-23a-3p,hsa-miR-4429,hsa-miR-320a,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000177105","RHOG","hsa-miR-320b,hsa-miR-320d,hsa-miR-320c,hsa-miR-124-3p,hsa-miR-320a,hsa-miR-506-3p"
"ENSG00000251562","MALAT1","ENSG00000173801","JUP","hsa-miR-197-3p"
"ENSG00000251562","MALAT1","ENSG00000114251","WNT5A","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-217,hsa-miR-26b-5p,hsa-miR-4465,hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000204516","MICB","hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000204291","COL15A1","hsa-miR-23a-3p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000136280","CCM2","hsa-miR-23a-3p,hsa-miR-23b-3p,hsa-miR-23c"
"ENSG00000251562","MALAT1","ENSG00000151693","ASAP2","hsa-miR-217,hsa-miR-384"
"ENSG00000251562","MALAT1","ENSG00000215252","GOLGA8B","hsa-miR-203a-3p"
"ENSG00000251562","MALAT1","ENSG00000155792","DEPTOR","hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000182963","GJC1","hsa-miR-1271-5p,hsa-miR-96-5p"
"ENSG00000251562","MALAT1","ENSG00000196586","MYO6","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000026508","CD44","hsa-miR-590-3p"
"ENSG00000251562","MALAT1","ENSG00000150054","MPP7","hsa-miR-613,hsa-miR-1-3p,hsa-miR-206"
"ENSG00000251562","MALAT1","ENSG00000169021","UQCRFS1","hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-23a-3p,hsa-miR-26b-5p,hsa-miR-23b-3p"
"ENSG00000251562","MALAT1","ENSG00000068366","ACSL4","hsa-miR-205-5p,hsa-miR-26a-5p,hsa-miR-1297,hsa-miR-217,hsa-miR-26b-5p,hsa-miR-590-3p,hsa-miR-224-5p"
